,cat1,cat2,cat3
3084,electronic-devices,game-consoles-and-video-games,
3085,electronic-devices,mobile-tablet,mobile-phones
3086,personal,clothing-and-shoes,clothing
3087,vehicles,cars,light
3088,personal,childrens-clothing-and-shoe,
3089,vehicles,cars,light
3090,for-the-home,furniture-and-home-decore,textile-ornaments
3091,vehicles,cars,light
3092,personal,baby-and-toys,personal-toys
3093,electronic-devices,mobile-tablet,mobile-phones
3094,for-the-home,furniture-and-home-decore,tables-and-chairs
3095,electronic-devices,audio-video,mobile-phones
3096,leisure-hobbies,animals,birds
3097,leisure-hobbies,animals,birds
3098,for-the-home,furniture-and-home-decore,antiques-and-art
3099,vehicles,cars,light
3100,vehicles,cars,light
3101,vehicles,cars,light
3102,electronic-devices,mobile-tablet,mobile-phones
3103,personal,health-beauty,
3104,vehicles,cars,light
3105,leisure-hobbies,animals,birds
3106,vehicles,cars,light
3107,personal,childrens-clothing-and-shoe,
3108,vehicles,cars,light
3109,personal,clothing-and-shoes,clothing
3110,businesses,equipments-and-machinery,industrial
3111,personal,clothing-and-shoes,clothing
3112,for-the-home,furniture-and-home-decore,sofa-armchair
3113,for-the-home,furniture-and-home-decore,antiques-and-art
3114,vehicles,cars,light
3115,vehicles,cars,light
3116,for-the-home,furniture-and-home-decore,antiques-and-art
3117,leisure-hobbies,animals,birds
3118,vehicles,cars,light
3119,vehicles,parts-accessories,
3120,electronic-devices,computers,tv-projector
3121,vehicles,cars,light
3122,personal,clothing-and-shoes,clothing
3123,electronic-devices,mobile-tablet,mobile-phones
3124,vehicles,cars,light
3125,electronic-devices,mobile-tablet,mobile-phones
3126,vehicles,cars,light
3127,electronic-devices,mobile-tablet,shoes-belt-bag
3128,personal,baby-and-toys,storage
3129,vehicles,cars,light
3130,electronic-devices,mobile-tablet,mobile-phones
3131,for-the-home,utensils-and-appliances,cookware-tableware
3132,leisure-hobbies,animals,birds
3133,leisure-hobbies,animals,birds
3134,leisure-hobbies,animals,birds
3135,leisure-hobbies,animals,birds
3136,personal,clothing-and-shoes,clothing
3137,vehicles,cars,light
3138,for-the-home,furniture-and-home-decore,tables-and-chairs
3139,electronic-devices,game-consoles-and-video-games,
3140,personal,jewelry-and-watches,jewelry
3141,personal,clothing-and-shoes,clothing
3142,personal,jewelry-and-watches,watches
3143,personal,clothing-and-shoes,clothing
3144,vehicles,parts-accessories,
3145,electronic-devices,computers,
3146,for-the-home,furniture-and-home-decore,sofa-armchair
3147,leisure-hobbies,animals,accessories
3148,electronic-devices,audio-video,tv-projector
3149,vehicles,cars,light
3150,vehicles,cars,light
3151,electronic-devices,game-consoles-and-video-games,
3152,leisure-hobbies,animals,birds
3153,vehicles,cars,light
3154,for-the-home,furniture-and-home-decore,beds-bedroom
3155,for-the-home,furniture-and-home-decore,sofa-armchair
3156,vehicles,furniture-and-home-decore,
3157,vehicles,cars,light
3158,vehicles,parts-accessories,
3159,personal,clothing-and-shoes,clothing
3160,vehicles,cars,light
3161,vehicles,cars,light
3162,electronic-devices,audio-video,stereo-surround
3163,for-the-home,furniture-and-home-decore,storage
3164,for-the-home,furniture-and-home-decore,beds-bedroom
3165,vehicles,cars,light
3166,vehicles,cars,light
3167,electronic-devices,mobile-tablet,mobile-phones
3168,personal,clothing-and-shoes,shoes-belt-bag
3169,for-the-home,furniture-and-home-decore,storage
3170,vehicles,parts-accessories,
3171,for-the-home,furniture-and-home-decore,tables-and-chairs
3172,vehicles,cars,light
3173,for-the-home,furniture-and-home-decore,sofa-armchair
3174,for-the-home,furniture-and-home-decore,storage
3175,for-the-home,furniture-and-home-decore,carpets
3176,vehicles,cars,light
3177,personal,baby-and-toys,
3178,vehicles,parts-accessories,
3179,leisure-hobbies,animals,farm-animals
3180,for-the-home,furniture-and-home-decore,storage
3181,electronic-devices,audio-video,
3182,for-the-home,furniture-and-home-decore,clothing
3183,vehicles,parts-accessories,
3184,personal,clothing-and-shoes,clothing
3185,businesses,equipments-and-machinery,industrial
3186,electronic-devices,mobile-tablet,mobile-phones
3187,personal,jewelry-and-watches,watches
3188,electronic-devices,game-consoles-and-video-games,
3189,leisure-hobbies,animals,birds
3190,for-the-home,utensils-and-appliances,cookware-tableware
3191,for-the-home,furniture-and-home-decore,carpets
3192,for-the-home,furniture-and-home-decore,textile-ornaments
3193,vehicles,cars,light
3194,personal,clothing-and-shoes,clothing
3195,electronic-devices,computers,printer-scaner-copier
3196,for-the-home,utensils-and-appliances,cookware-tableware
3197,for-the-home,furniture-and-home-decore,storage
3198,for-the-home,batch,
3199,personal,clothing-and-shoes,clothing
3200,vehicles,cars,light
3201,electronic-devices,mobile-tablet,mobile-phones
3202,leisure-hobbies,animals,birds
3203,for-the-home,furniture-and-home-decore,antiques-and-art
3204,businesses,equipments-and-machinery,shop-and-cash
3205,vehicles,cars,light
3206,for-the-home,furniture-and-home-decore,carpets
3207,vehicles,cars,light
3208,for-the-home,furniture-and-home-decore,storage
3209,vehicles,cars,light
3210,businesses,equipments-and-machinery,industrial
3211,vehicles,cars,light
3212,leisure-hobbies,animals,accessories
3213,personal,clothing-and-shoes,clothing
3214,personal,jewelry-and-watches,watches
3215,vehicles,cars,light
3216,vehicles,parts-accessories,
3217,vehicles,cars,light
3218,vehicles,motorcycles,
3219,for-the-home,furniture-and-home-decore,sofa-armchair
3220,for-the-home,utensils-and-appliances,cookware-tableware
3221,personal,clothing-and-shoes,clothing
3222,for-the-home,furniture-and-home-decore,beds-bedroom
3223,vehicles,parts-accessories,
3224,electronic-devices,mobile-tablet,tablet
3225,vehicles,parts-accessories,
3226,vehicles,game-consoles-and-video-games,
3227,personal,clothing-and-shoes,clothing
3228,vehicles,motorcycles,
3229,personal,clothing-and-shoes,clothing
3230,for-the-home,animals,birds
3231,vehicles,cars,
3232,for-the-home,furniture-and-home-decore,sofa-armchair
3233,for-the-home,furniture-and-home-decore,carpets
3234,electronic-devices,mobile-tablet,mobile-phones
3235,vehicles,cars,light
3236,electronic-devices,mobile-tablet,mobile-phones
3237,electronic-devices,mobile-tablet,mobile-phones
3238,vehicles,cars,light
3239,vehicles,cars,light
3240,vehicles,cars,light
3241,for-the-home,furniture-and-home-decore,carpets
3242,leisure-hobbies,animals,accessories
3243,vehicles,cars,light
3244,electronic-devices,game-consoles-and-video-games,
3245,vehicles,cars,light
3246,vehicles,cars,light
3247,personal,clothing-and-shoes,shoes-belt-bag
3248,electronic-devices,computers,clothing
3249,for-the-home,furniture-and-home-decore,antiques-and-art
3250,for-the-home,furniture-and-home-decore,sofa-armchair
3251,vehicles,cars,light
3252,leisure-hobbies,animals,birds
3253,personal,clothing-and-shoes,
3254,electronic-devices,game-consoles-and-video-games,
3255,leisure-hobbies,animals,accessories
3256,electronic-devices,mobile-tablet,mobile-phones
3257,vehicles,cars,light
3258,leisure-hobbies,animals,birds
3259,for-the-home,furniture-and-home-decore,tables-and-chairs
3260,for-the-home,furniture-and-home-decore,antiques-and-art
3261,electronic-devices,audio-video,tv-projector
3262,personal,jewelry-and-watches,jewelry
3263,for-the-home,animals,
3264,personal,clothing-and-shoes,clothing
3265,electronic-devices,audio-video,
3266,electronic-devices,mobile-tablet,mobile-phones
3267,for-the-home,furniture-and-home-decore,carpets
3268,vehicles,cars,light
3269,electronic-devices,mobile-tablet,mobile-phones
3270,vehicles,mobile-tablet,
3271,for-the-home,utensils-and-appliances,fridge-and-freezer
3272,vehicles,cars,light
3273,electronic-devices,mobile-tablet,tablet
3274,vehicles,cars,light
3275,for-the-home,utensils-and-appliances,microwave-stove
3276,electronic-devices,mobile-tablet,mobile-phones
3277,vehicles,parts-accessories,
3278,vehicles,cars,light
3279,for-the-home,utensils-and-appliances,fridge-and-freezer
3280,personal,childrens-clothing-and-shoe,
3281,vehicles,parts-accessories,
3282,leisure-hobbies,animals,birds
3283,vehicles,cars,light
3284,businesses,furniture-and-home-decore,tables-and-chairs
3285,vehicles,cars,light
3286,leisure-hobbies,animals,birds
3287,for-the-home,utensils-and-appliances,
3288,vehicles,cars,light
3289,vehicles,cars,light
3290,vehicles,cars,light
3291,leisure-hobbies,animals,birds
3292,leisure-hobbies,animals,birds
3293,vehicles,cars,light
3294,for-the-home,utility,instrument-cleaning-tailoring
3295,vehicles,cars,light
3296,for-the-home,equipments-and-machinery,sofa-armchair
3297,personal,baby-and-toys,strollers-and-accessories
3298,for-the-home,furniture-and-home-decore,storage
3299,for-the-home,utensils-and-appliances,cookware-tableware
3300,vehicles,parts-accessories,
3301,vehicles,cars,light
3302,businesses,batch,
3303,for-the-home,building-and-garden,stove-and-heating
3304,vehicles,cars,light
3305,businesses,equipments-and-machinery,offices
3306,for-the-home,utility,instrument-cleaning-tailoring
3307,electronic-devices,game-consoles-and-video-games,
3308,for-the-home,building-and-garden,kitchen
3309,for-the-home,furniture-and-home-decore,sofa-armchair
3310,electronic-devices,phone,
3311,personal,baby-and-toys,childrens-furniture
3312,for-the-home,utensils-and-appliances,cookware-tableware
3313,for-the-home,utensils-and-appliances,fridge-and-freezer
3314,businesses,equipments-and-machinery,
3315,vehicles,cars,light
3316,vehicles,motorcycles,
3317,personal,clothing-and-shoes,clothing
3318,vehicles,cars,light
3319,businesses,equipments-and-machinery,offices
3320,leisure-hobbies,animals,birds
3321,vehicles,cars,light
3322,electronic-devices,game-consoles-and-video-games,
3323,personal,clothing-and-shoes,clothing
3324,vehicles,cars,light
3325,for-the-home,utensils-and-appliances,cookware-tableware
3326,personal,clothing-and-shoes,clothing
3327,for-the-home,furniture-and-home-decore,storage
3328,for-the-home,furniture-and-home-decore,storage
3329,businesses,equipments-and-machinery,offices
3330,electronic-devices,jewelry-and-watches,mobile-tablet-accessories
3331,for-the-home,health-beauty,
3332,for-the-home,utensils-and-appliances,fridge-and-freezer
3333,electronic-devices,mobile-tablet,mobile-phones
3334,vehicles,cars,light
3335,electronic-devices,computers,modem-and-network-equipment
3336,vehicles,cars,light
3337,vehicles,cars,light
3338,for-the-home,furniture-and-home-decore,storage
3339,for-the-home,utensils-and-appliances,cookware-tableware
3340,personal,jewelry-and-watches,jewelry
3341,personal,clothing-and-shoes,clothing
3342,for-the-home,furniture-and-home-decore,tables-and-chairs
3343,personal,clothing-and-shoes,clothing
3344,personal,clothing-and-shoes,clothing
3345,businesses,equipments-and-machinery,industrial
3346,personal,clothing-and-shoes,shoes-belt-bag
3347,personal,clothing-and-shoes,clothing
3348,vehicles,cars,heavy
3349,for-the-home,furniture-and-home-decore,storage
3350,leisure-hobbies,animals,birds
3351,vehicles,cars,light
3352,vehicles,cars,light
3353,electronic-devices,mobile-tablet,mobile-phones
3354,personal,clothing-and-shoes,shoes-belt-bag
3355,electronic-devices,mobile-tablet,mobile-phones
3356,for-the-home,furniture-and-home-decore,sofa-armchair
3357,electronic-devices,mobile-tablet,tablet
3358,electronic-devices,mobile-tablet,mobile-phones
3359,businesses,equipments-and-machinery,industrial
3360,electronic-devices,audio-video,tv-projector
3361,vehicles,cars,light
3362,for-the-home,furniture-and-home-decore,beds-bedroom
3363,vehicles,cars,light
3364,leisure-hobbies,bicycle,
3365,for-the-home,furniture-and-home-decore,tables-and-chairs
3366,businesses,equipments-and-machinery,offices
3367,vehicles,cars,light
3368,electronic-devices,audio-video,tv-projector
3369,vehicles,parts-accessories,
3370,for-the-home,utility,instrument-cleaning-tailoring
3371,electronic-devices,computers,parts-and-accessories
3372,personal,baby-and-toys,childrens-furniture
3373,vehicles,parts-accessories,
3374,leisure-hobbies,sport-leisure,training
3375,for-the-home,furniture-and-home-decore,tables-and-chairs
3376,vehicles,cars,light
3377,for-the-home,utensils-and-appliances,antiques-and-art
3378,electronic-devices,mobile-tablet,mobile-phones
3379,electronic-devices,furniture-and-home-decore,
3380,personal,clothing-and-shoes,clothing
3381,vehicles,parts-accessories,
3382,personal,sport-leisure,winter-sports
3383,leisure-hobbies,bicycle,
3384,for-the-home,building-and-garden,stove-and-heating
3385,vehicles,cars,light
3386,leisure-hobbies,animals,birds
3387,vehicles,cars,light
3388,vehicles,cars,light
3389,vehicles,cars,light
3390,electronic-devices,mobile-tablet,mobile-phones
3391,vehicles,parts-accessories,
3392,for-the-home,furniture-and-home-decore,sofa-armchair
3393,personal,clothing-and-shoes,shoes-belt-bag
3394,electronic-devices,mobile-tablet,mobile-phones
3395,vehicles,cars,light
3396,for-the-home,furniture-and-home-decore,textile-ornaments
3397,for-the-home,baby-and-toys,storage
3398,electronic-devices,audio-video,parts-and-accessories
3399,for-the-home,utensils-and-appliances,cookware-tableware
3400,personal,clothing-and-shoes,clothing
3401,businesses,equipments-and-machinery,industrial
3402,vehicles,parts-accessories,
3403,vehicles,parts-accessories,
3404,vehicles,cars,light
3405,vehicles,cars,light
3406,for-the-home,furniture-and-home-decore,tables-and-chairs
3407,vehicles,cars,light
3408,for-the-home,utensils-and-appliances,microwave-stove
3409,vehicles,cars,light
3410,for-the-home,furniture-and-home-decore,sofa-armchair
3411,for-the-home,furniture-and-home-decore,beds-bedroom
3412,leisure-hobbies,animals,birds
3413,vehicles,cars,light
3414,vehicles,cars,light
3415,vehicles,parts-accessories,
3416,for-the-home,building-and-garden,stove-and-heating
3417,leisure-hobbies,animals,birds
3418,for-the-home,furniture-and-home-decore,textile-ornaments
3419,businesses,batch,
3420,vehicles,cars,light
3421,vehicles,cars,light
3422,personal,clothing-and-shoes,clothing
3423,for-the-home,furniture-and-home-decore,textile-ornaments
3424,leisure-hobbies,animals,birds
3425,businesses,equipments-and-machinery,
3426,vehicles,cars,light
3427,personal,health-beauty,
3428,for-the-home,utensils-and-appliances,
3429,vehicles,cars,light
3430,electronic-devices,mobile-tablet,mobile-phones
3431,personal,health-beauty,
3432,personal,clothing-and-shoes,clothing
3433,electronic-devices,mobile-tablet,mobile-phones
3434,for-the-home,furniture-and-home-decore,tv-and-stereo-furniture
3435,vehicles,cars,light
3436,leisure-hobbies,animals,birds
3437,vehicles,cars,light
3438,electronic-devices,audio-video,tv-projector
3439,electronic-devices,mobile-tablet,tablet
3440,vehicles,cars,light
3441,for-the-home,equipments-and-machinery,offices
3442,vehicles,cars,light
3443,electronic-devices,computers,printer-scaner-copier
3444,for-the-home,utensils-and-appliances,
3445,vehicles,cars,light
3446,for-the-home,furniture-and-home-decore,tables-and-chairs
3447,vehicles,cars,light
3448,vehicles,cars,light
3449,personal,baby-and-toys,strollers-and-accessories
3450,for-the-home,furniture-and-home-decore,storage
3451,vehicles,parts-accessories,
3452,for-the-home,furniture-and-home-decore,sofa-armchair
3453,vehicles,parts-accessories,
3454,electronic-devices,mobile-tablet,mobile-phones
3455,vehicles,cars,light
3456,leisure-hobbies,animals,birds
3457,vehicles,cars,light
3458,personal,baby-and-toys,strollers-and-accessories
3459,vehicles,cars,light
3460,for-the-home,furniture-and-home-decore,carpets
3461,vehicles,cars,light
3462,vehicles,cars,light
3463,vehicles,cars,light
3464,vehicles,cars,light
3465,for-the-home,furniture-and-home-decore,antiques-and-art
3466,for-the-home,furniture-and-home-decore,lighting
3467,for-the-home,furniture-and-home-decore,sofa-armchair
